0.02,-3.18581e-20,1.10253e-20,0.79794,0,1,8.21323e-20,0,-4.61474e-20,3.80428e-20,-3.162e-20,9.27872e-22,-8.09506e-21,-5.15794e-20,-1.25847e-19,-4.40263e-22,8.45053e-21,8.69318e-22,-1.49933e-19,-4.21803e-20,-5.51726e-20,1.4193e-21,1.59643e-19,1.11677e-19,5.17985e-20,5.64632e-20,1.08588e-21
0.021,-3.46536e-20,1.24553e-20,0.797734,0,1,9.02054e-20,0,-5.006e-20,4.15991e-20,-3.93839e-20,1.00836e-21,-8.8697e-21,-5.65258e-20,-1.35431e-19,-4.90575e-22,9.2992e-21,6.31362e-21,-1.634e-19,-4.50904e-20,-5.88372e-20,1.52922e-21,1.7404e-19,1.22066e-19,5.42794e-20,6.15025e-20,1.16003e-21
0.022,-3.74213e-20,1.38281e-20,0.797518,0,1,9.83333e-20,0,-5.38748e-20,4.52264e-20,-4.75596e-20,1.08679e-21,-9.61718e-21,-6.14887e-20,-1.44904e-19,-5.42281e-22,1.01201e-20,1.04855e-20,-1.76416e-19,-4.80682e-20,-6.23111e-20,1.63996e-21,1.88378e-19,1.31928e-19,5.73821e-20,6.62656e-20,1.23969e-21
0.023,-4.00811e-20,1.51389e-20,0.797292,0,1,1.06499e-19,0,-5.75443e-20,4.8364e-20,-5.53158e-20,1.15879e-21,-1.03179e-20,-6.59549e-20,-1.53926e-19,-5.89519e-22,1.08864e-20,1.33767e-20,-1.88628e-19,-5.10342e-20,-6.60571e-20,1.74612e-21,2.02651e-19,1.40966e-19,6.11381e-20,7.07713e-20,1.32212e-21
0.024,-4.26949e-20,1.62092e-20,0.797057,0,1,1.14661e-19,0,-6.16742e-20,5.10712e-20,-6.17043e-20,1.22641e-21,-1.10222e-20,-6.99266e-20,-1.62413e-19,-6.31644e-22,1.16527e-20,1.54357e-20,-2.00852e-19,-5.39998e-20,-7.07058e-20,1.85336e-21,2.16217e-19,1.49786e-19,6.50896e-20,7.57506e-20,1.4057e-21
0.025,-4.51023e-20,1.69558e-20,0.796812,0,1,1.22485e-19,0,-6.60091e-20,5.35437e-20,-6.6556e-20,1.28469e-21,-1.16644e-20,-7.34245e-20,-1.70202e-19,-6.68667e-22,1.23455e-20,1.48896e-20,-2.11686e-19,-5.70532e-20,-7.47617e-20,1.95624e-21,2.28193e-19,1.57223e-19,6.92387e-20,8.09397e-20,1.48751e-21
0.026,-4.76351e-20,1.7543e-20,0.796557,0,1,1.30624e-19,0,-7.06821e-20,5.60022e-20,-6.94344e-20,1.33607e-21,-1.2288e-20,-7.65291e-20,-1.76723e-19,-6.98618e-22,1.29968e-20,1.36467e-20,-2.23263e-19,-5.97352e-20,-7.92358e-20,2.06171e-21,2.39941e-19,1.65173e-19,7.36565e-20,8.61179e-20,1.57588e-21
0.027,-5.02568e-20,1.80591e-20,0.796292,0,1,1.3888e-19,0,-7.5199e-20,5.87679e-20,-7.18276e-20,1.38895e-21,-1.29152e-20,-7.98531e-20,-1.83074e-19,-7.2915e-22,1.36366e-20,1.11083e-20,-2.34928e-19,-6.26507e-20,-8.39357e-20,2.1728e-21,2.51607e-19,1.73357e-19,7.79739e-20,9.14365e-20,1.6662e-21
0.028,-5.29675e-20,1.84542e-20,0.796017,0,1,1.4733e-19,0,-7.95711e-20,6.1306e-20,-7.3419e-20,1.44402e-21,-1.35608e-20,-8.29828e-20,-1.88798e-19,-7.54179e-22,1.42781e-20,7.73611e-21,-2.46922e-19,-6.55671e-20,-8.86183e-20,2.28307e-21,2.63453e-19,1.82251e-19,8.15603e-20,9.75404e-20,1.74985e-21
0.029,-5.58839e-20,1.88409e-20,0.795733,0,1,1.56248e-19,0,-8.38506e-20,6.40901e-20,-7.43521e-20,1.5083e-21,-1.42777e-20,-8.64256e-20,-1.94477e-19,-7.77064e-22,1.49781e-20,3.91885e-21,-2.60154e-19,-6.85246e-20,-9.41442e-20,2.39786e-21,2.75866e-19,1.92345e-19,8.52729e-20,1.04059e-19,1.83752e-21
